pmid,year,journal,title,decision,stage,rule_id,detail,flags
23195270,2012,Journal of cataract and refractive surgery,Predictable visual outcomes with accelerated corneal cross-linking concurrent with laser in situ keratomileusis.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
23187160,2013,Cornea,Riboflavin/ultraviolet a crosslinking of the paracentral cornea.,keep,keep,keep.content,signal='Riboflavin' ophth='Riboflavin',ophthalmology_journal
23185178,2012,Case reports in ophthalmology,Limbal Stem Cell Allografts and Corneal Transplant in a Patient with Severe Corneal Melting and Perforation due to Thermokeratoplasty and Cross-Linking Treatment Burn.,keep,keep,keep.content,signal='Cross-Link' ophth='Limbal',ophthalmology_journal
23180236,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Assessment of fungal viability after long-wave ultraviolet light irradiation combined with riboflavin administration.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
23179311,2012,Lasers in medical science,Structural response of human corneal and scleral tissues to collagen cross-linking treatment with riboflavin and ultraviolet A light.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
23172117,2013,Cornea,Effects of collagen cross-linking on the interlamellar cohesive strength of porcine cornea.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23163266,2012,Seminars in ophthalmology,Practical applications of anterior segment optical coherence tomography imaging following corneal surgery.,keep,keep,keep.content,signal='cross-link' ophth='tomograph',ophthalmology_journal
23152658,2012,"Clinical ophthalmology (Auckland, N.Z.)",Simultaneous topography-guided PRK followed by corneal collagen cross-linking after lamellar keratoplasty for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='topograph',ophthalmology_journal
23152657,2012,"Clinical ophthalmology (Auckland, N.Z.)",Transepithelial corneal collagen cross-linking in ultrathin keratoconic corneas.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23145528,2012,Clinical & experimental ophthalmology,Prospective longitudinal study of corneal collagen cross-linking in progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23132450,2013,Cornea,Epithelium-off corneal collagen cross-linking versus transepithelial cross-linking for pediatric keratoconus.,keep,keep,keep.content,signal='Epithelium-off' ophth='Epitheli',ophthalmology_journal
23086376,2013,Cornea,Corneal cross-linking combined with intrastromal corneal ring implantation for progressive keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23086375,2013,Cornea,Corneal cross-linking for the treatment of fungal keratitis.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
23086357,2013,Cornea,Prospective study of corneal collagen cross-linking efficacy and tolerance in the treatment of keratoconus and corneal ectasia: 3-year results.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23062001,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Photoactivated riboflavin treatment of infectious keratitis using collagen cross-linking technology.,keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
23056269,2012,PloS one,Evaluation of the efficacy of excimer laser ablation of cross-linked porcine cornea.,keep,keep,keep.content,signal='cross-link' ophth='cornea',
23053334,2012,Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,[Corneal ulcer caused by MRSA after UV/riboflavin cross-linking in a patient with bilateral keratoconus].,keep,keep,keep.content,signal='riboflavin' ophth='Cornea',ophthalmology_journal
23051909,2013,Cornea,Unstable corneal thickness during hypoosmolar riboflavin irrigation for collagen cross-linking.,keep,keep,keep.content,signal='riboflavin' ophth='cornea',ophthalmology_journal;no_abstract
23046664,2012,International journal of pharmaceutics,Enhancement of corneal permeation of riboflavin-5'-phosphate through vitamin E TPGS: a promising approach in corneal trans-epithelial cross linking treatment.,keep,keep,keep.content,signal='riboflavin' ophth='cornea',
23041260,2012,Experimental eye research,Changes in lysyl oxidase (LOX) distribution and its decreased activity in keratoconus corneas.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
23023410,2013,Cornea,"Effects of corneal cross-linking on contrast sensitivity, visual acuity, and corneal topography in patients with keratoconus.",keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23022158,2012,American journal of ophthalmology,Photorefractive keratectomy followed by cross-linking versus cross-linking alone for management of progressive keratoconus: two-year follow-up.,keep,keep,keep.content,signal='cross-link' ophth='Photorefractive',ophthalmology_journal
23015020,2012,International ophthalmology,Collagen cross-linking for resistant corneal ulcer.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
23010775,2012,Cornea,Reply. Intraoperative corneal thickness measurements during corneal collagen cross-linking with hypoosmolar riboflavin solution in thin corneas.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal;no_abstract
22999652,2012,Current opinion in pharmacology,Altering the way the optic nerve head responds to intraocular pressure-a potential approach to glaucoma therapy.,keep,keep,keep.content,signal='cross-link' ophth='intraocular',
22999628,2012,Journal of cataract and refractive surgery,Paradoxical central corneal steepening after collagen crosslinking in a case with intrastromal corneal ring segments.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
22999627,2012,Journal of cataract and refractive surgery,Combination of corneal crosslinking and intrastromal corneal ring segments for the treatment of keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal;no_abstract
22991650,2012,Journal of ophthalmology,New treatments for bacterial keratitis.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal
22981526,2012,Journal francais d'ophtalmologie,[Epidemiological aspects of keratoconus in children].,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
22978296,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Transepithelial phototherapeutic keratectomy for recurrent corneal erosions in a patient with previous corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
22960648,2012,Cornea,Endothelial failure after collagen cross-linking with riboflavin and UV-A: case report with literature review.,keep,keep,keep.content,signal='cross-link' ophth='Endotheli',ophthalmology_journal
22959362,2012,American journal of ophthalmology,Persistent corneal edema after collagen cross-linking for keratoconus.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
22947293,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal changes in progressive keratoconus after cross-linking assessed by Scheimpflug camera.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
22947285,2012,"Journal of refractive surgery (Thorofare, N.J. : 1995)",Corneal collagen cross-linking for keratoconic cornea pretreated with PRK.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
22942165,2012,The British journal of ophthalmology,Potential apoptotic effect of ultraviolet-A irradiation during cross-linking: a study on ex vivo cultivated limbal epithelial cells.,keep,keep,keep.content,signal='ultraviolet-A' ophth='limbal',ophthalmology_journal
22940781,2012,Optometry and vision science : official publication of the American Academy of Optometry,Transepithelial cross-linking in keratoconus patients: confocal analysis.,keep,keep,keep.content,signal='cross-link' ophth='keratocon',ophthalmology_journal
22929160,2013,Cornea,Treatment of Acanthamoeba keratitis by corneal cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='keratitis',ophthalmology_journal
22906467,2012,Journal of cataract and refractive surgery,Transepithelial crosslinking.,keep,keep,keep.content,signal='crosslink' ophth='',ophthalmology_journal;no_abstract;ophthalmic_term_absent_journal_vouches
22906447,2012,Journal of cataract and refractive surgery,Variability in Scheimpflug image-derived posterior elevation measurements in keratoconus and collagen-crosslinked corneas.,keep,keep,keep.content,signal='crosslink' ophth='Scheimpflug',ophthalmology_journal
22900147,2012,Journal of ophthalmology,Safety and efficacy of epithelium-on corneal collagen cross-linking using a multifactorial approach to achieve proper stromal riboflavin saturation.,keep,keep,keep.content,signal='epithelium-on' ophth='epitheli',ophthalmology_journal
22898341,2012,American journal of ophthalmology,Corneal collagen cross-linking.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal;no_abstract
22895045,2013,Cornea,Corneal collagen cross-linking window absorption.,keep,keep,keep.content,signal='cross-link' ophth='Cornea',ophthalmology_journal
22892583,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Visual recovery after corneal crosslinking for keratoconus: a 1-year follow-up study.,keep,keep,keep.content,signal='crosslink' ophth='cornea',ophthalmology_journal
22888210,2012,"Clinical ophthalmology (Auckland, N.Z.)",Long-term safety and efficacy follow-up of prophylactic higher fluence collagen cross-linking in high myopic laser-assisted in situ keratomileusis.,keep,keep,keep.content,signal='cross-link' ophth='LASIK',ophthalmology_journal
22883842,2012,Canadian journal of ophthalmology. Journal canadien d'ophtalmologie,Phototherapeutic keratectomy versus mechanical epithelial removal followed by corneal collagen crosslinking for keratoconus.,keep,keep,keep.content,signal='crosslink' ophth='epitheli',ophthalmology_journal
22879413,2012,Investigative ophthalmology & visual science,"Fibrinogen, riboflavin, and UVA to immobilize a corneal flap--molecular mechanisms.",keep,keep,keep.content,signal='riboflavin' ophth='riboflavin',ophthalmology_journal
22871842,2012,Investigative ophthalmology & visual science,Stiffening of rabbit corneas by the bacteriochlorophyll derivative WST11 using near infrared light.,keep,keep,keep.content,signal='riboflavin' ophth='cornea',ophthalmology_journal
22871840,2012,Investigative ophthalmology & visual science,Monitoring of cornea elastic properties changes during UV-A/riboflavin-induced corneal collagen cross-linking using supersonic shear wave imaging: a pilot study.,keep,keep,keep.content,signal='UV-A' ophth='cornea',ophthalmology_journal
22868628,2013,Cornea,Aliphatic β-nitroalcohols for therapeutic corneoscleral cross-linking: corneal permeability considerations.,keep,keep,keep.content,signal='cross-link' ophth='cornea',ophthalmology_journal
22868444,2012,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,Corneal endothelial loss after crosslinking with riboflavin and ultraviolet-A.,keep,keep,keep.content,signal='crosslink' ophth='Cornea',ophthalmology_journal;no_abstract
